Season,crop Type,Harvest Date (YYYY/MM/DD),Harvest Date (Step),Calib Yield (t/ha),Calib Irrigation (mm),USDA Harvest Date,Year,County,Bias Corrected Yield (t/ha),Bias Corrected Irrigation (mm),bid,year
0.0,MaizeGDD,2012-09-08,250.0,2.466599535649973,437.8124762,2012/09/30,2012.0,Cheyenne,10.356670024887629,350.90634902194,b4,2012
0.0,MaizeGDD,2012-09-08,250.0,2.4665875351906963,437.8081677,2012/09/30,2012.0,Cheyenne,10.356667049973774,350.90504053049,b7,2012
0.0,MaizeGDD,2012-09-08,250.0,2.466523842474144,437.7900061,2012/09/30,2012.0,Cheyenne,10.356651260549341,350.89952485257,b9,2012
0.0,MaizeGDD,2012-09-08,250.0,2.4505570021689898,432.8094521,2012/09/30,2012.0,Cheyenne,10.352693080837692,349.38693060277,b19,2012
0.0,MaizeGDD,2012-09-08,250.0,2.448788578106543,430.9398704,2012/09/30,2012.0,Cheyenne,10.352254688512613,348.81913864048,b21,2012
0.0,MaizeGDD,2012-09-08,250.0,2.448785784639941,430.930201,2012/09/30,2012.0,Cheyenne,10.352253996012243,348.8162020437,b27,2012
0.0,MaizeGDD,2012-09-08,250.0,2.44861834424034,430.4075214,2012/09/30,2012.0,Cheyenne,10.35221248753718,348.65746424918,b28,2012
0.0,MaizeGDD,2012-09-08,250.0,2.4486144800604794,430.400856,2012/09/30,2012.0,Cheyenne,10.352211529606993,348.6554399672,b29,2012
0.0,MaizeGDD,2012-09-08,250.0,2.448629385120091,430.3938862,2012/09/30,2012.0,Cheyenne,10.352215224571271,348.65332323894,b30,2012
0.0,MaizeGDD,2012-09-08,250.0,2.450506390617426,432.79195790000006,2012/09/30,2012.0,Cheyenne,10.35268053423406,349.38161761423,b31,2012
0.0,MaizeGDD,2012-09-08,250.0,2.4491879509080103,432.2711087,2012/09/30,2012.0,Cheyenne,10.352353693030096,349.22343571219,b32,2012
0.0,MaizeGDD,2012-09-08,250.0,2.4491823700661897,432.2499394,2012/09/30,2012.0,Cheyenne,10.352352309539409,349.21700659578,b33,2012
0.0,MaizeGDD,2012-09-08,250.0,2.467190088657267,437.9709059000001,2012/09/30,2012.0,Cheyenne,10.356816422978138,350.95446412183003,b36,2012
0.0,MaizeGDD,2012-09-08,250.0,2.4689929277381366,438.5172328,2012/09/30,2012.0,Cheyenne,10.357263346786285,351.12038360136,b39,2012
0.0,MaizeGDD,2012-09-08,250.0,2.4689470115193752,438.5085966,2012/09/30,2012.0,Cheyenne,10.357251964155655,351.11776078741997,b49,2012
0.0,MaizeGDD,2012-09-08,250.0,2.454181636348595,433.891154,2012/09/30,2012.0,Cheyenne,10.353591627650818,349.7154434698,b58,2012
0.0,MaizeGDD,2012-09-08,250.0,2.4543141327804876,433.934875,2012/09/30,2012.0,Cheyenne,10.353624473516284,349.7287215375,b61,2012
0.0,MaizeGDD,2012-09-08,250.0,2.4483522261676725,429.5824072,2012/09/30,2012.0,Cheyenne,10.352146516866966,348.40687706664,b67,2012
0.0,MaizeGDD,2012-09-08,250.0,2.454259324260446,433.91564860000005,2012/09/30,2012.0,Cheyenne,10.353610886484166,349.72288247982,b71,2012
0.0,MaizeGDD,2012-09-08,250.0,2.45430255396776,433.9266223,2012/09/30,2012.0,Cheyenne,10.353621603128609,349.72621519251,b72,2012
0.0,MaizeGDD,2012-09-08,250.0,2.448368503483716,429.6114885,2012/09/30,2012.0,Cheyenne,10.352150552013613,348.41570905745,b76,2012
0.0,MaizeGDD,2012-09-08,250.0,2.4483642116038795,429.599914,2012/09/30,2012.0,Cheyenne,10.352149488056602,348.41219388179996,b77,2012
0.0,MaizeGDD,2012-09-08,250.0,2.454121120592206,433.8688306,2012/09/30,2012.0,Cheyenne,10.353576625794808,349.70866385322,b80,2012
0.0,MaizeGDD,2012-09-08,250.0,2.454049930454342,433.8520840000001,2012/09/30,2012.0,Cheyenne,10.353558977759633,349.7035779108,b81,2012
0.0,MaizeGDD,2012-09-08,250.0,2.4542099119035092,433.8980004,2012/09/30,2012.0,Cheyenne,10.35359863716088,349.71752272148,b82,2012
0.0,MaizeGDD,2012-09-08,250.0,2.4542305165523484,433.9080659,2012/09/30,2012.0,Cheyenne,10.353603745053327,349.72057961383,b83,2012
0.0,MaizeGDD,2012-09-08,250.0,2.4543190472915906,433.9368906,2012/09/30,2012.0,Cheyenne,10.353625691823586,349.72933367522,b85,2012
0.0,MaizeGDD,2012-09-08,250.0,2.448368503483716,429.6073122,2012/09/30,2012.0,Cheyenne,10.352150552013613,348.41444071514,b87,2012
0.0,MaizeGDD,2012-09-08,250.0,2.448354791555685,429.5888128,2012/09/30,2012.0,Cheyenne,10.352147152826655,348.40882244736,b90,2012
0.0,MaizeGDD,2012-09-08,250.0,2.454032754592676,433.8415092,2012/09/30,2012.0,Cheyenne,10.353554719863524,349.70036634404,b92,2012
0.0,MaizeGDD,2012-09-08,250.0,2.454105739734821,433.8634636,2012/09/30,2012.0,Cheyenne,10.353572812880262,349.70703389531997,b93,2012
0.0,MaizeGDD,2012-09-08,250.0,2.454221745761685,433.9064456,2012/09/30,2012.0,Cheyenne,10.353601570774323,349.72008752872,b94,2012
0.0,MaizeGDD,2012-09-08,250.0,2.454310021543256,433.9294159,2012/09/30,2012.0,Cheyenne,10.353623454340573,349.72706360883,b96,2012
0.0,MaizeGDD,2012-09-08,250.0,2.4484480392850165,429.82744420000006,2012/09/30,2012.0,Cheyenne,10.352170268938757,348.48129480354,b97,2012
0.0,MaizeGDD,2012-09-08,250.0,2.448442630325117,429.8205808,2012/09/30,2012.0,Cheyenne,10.352168928057598,348.47921038896,b98,2012
0.0,MaizeGDD,2012-09-08,250.0,2.4484389237977067,429.8033633,2012/09/30,2012.0,Cheyenne,10.352168009209452,348.47398143421,b99,2012
0.0,MaizeGDD,2012-09-08,250.0,2.4484389237977067,429.8009479,2012/09/30,2012.0,Cheyenne,10.352168009209452,348.47324787723,b100,2012
0.0,MaizeGDD,2012-09-08,250.0,2.448895023009358,431.2810742,2012/09/30,2012.0,Cheyenne,10.35228107620402,348.92276223453996,b101,2012
0.0,MaizeGDD,2012-09-08,250.0,2.4488922303333447,431.2714949,2012/09/30,2012.0,Cheyenne,10.352280383899636,348.91985300113,b102,2012
0.0,MaizeGDD,2012-09-08,250.0,2.448903136440473,431.3015543,2012/09/30,2012.0,Cheyenne,10.352283087523594,348.92898204091,b105,2012
0.0,MaizeGDD,2012-09-08,250.0,2.4484389237977067,429.809606,2012/09/30,2012.0,Cheyenne,10.352168009209452,348.47587734219996,b110,2012
0.0,MaizeGDD,2012-09-08,250.0,2.448430805407717,429.7889384,2012/09/30,2012.0,Cheyenne,10.352165996660574,348.46960059208,b111,2012
0.0,MaizeGDD,2012-09-08,250.0,2.448430805407717,429.7891067,2012/09/30,2012.0,Cheyenne,10.352165996660574,348.46965170479,b112,2012
0.0,MaizeGDD,2012-09-08,250.0,2.448895023009358,431.2813681,2012/09/30,2012.0,Cheyenne,10.35228107620402,348.92285149197,b114,2012
0.0,MaizeGDD,2012-09-08,250.0,2.4488976578067625,431.2886342000001,2012/09/30,2012.0,Cheyenne,10.352281729370297,348.92505820654003,b115,2012
0.0,MaizeGDD,2012-09-08,250.0,2.448900380388759,431.2978801,2012/09/30,2012.0,Cheyenne,10.352282404298375,348.92786618637,b116,2012
0.0,MaizeGDD,2012-09-08,250.0,2.448439954868792,429.8154772,2012/09/30,2012.0,Cheyenne,10.352168264811974,348.47766042563995,b119,2012
0.0,MaizeGDD,2012-09-08,250.0,2.4484389237977067,429.8075701,2012/09/30,2012.0,Cheyenne,10.352168009209452,348.47525903937,b120,2012
0.0,MaizeGDD,2012-09-08,250.0,2.448433523954804,429.7935564,2012/09/30,2012.0,Cheyenne,10.352166670588396,348.47100307868,b122,2012
0.0,MaizeGDD,2012-09-08,250.0,2.448895023009358,431.2851352,2012/09/30,2012.0,Cheyenne,10.35228107620402,348.92399556024,b125,2012
0.0,MaizeGDD,2012-09-08,250.0,2.448900380388759,431.2941458,2012/09/30,2012.0,Cheyenne,10.352282404298375,348.92673207946,b126,2012
0.0,MaizeGDD,2012-09-08,250.0,2.465222142428346,436.8629325,2012/09/30,2012.0,Cheyenne,10.356328569107987,350.61797260024997,b128,2012
0.0,MaizeGDD,2012-09-08,250.0,2.448433523954804,429.7981422,2012/09/30,2012.0,Cheyenne,10.352166670588396,348.47239578614,b130,2012
0.0,MaizeGDD,2012-09-08,250.0,2.448433523954804,429.7954245,2012/09/30,2012.0,Cheyenne,10.352166670588396,348.47157042065,b131,2012
0.0,MaizeGDD,2012-09-08,250.0,2.448433523954804,429.7950546,2012/09/30,2012.0,Cheyenne,10.352166670588396,348.47145808202,b132,2012
0.0,MaizeGDD,2012-09-08,250.0,2.448892300427703,431.2785609,2012/09/30,2012.0,Cheyenne,10.352280401276028,348.92199894533,b134,2012
0.0,MaizeGDD,2012-09-08,250.0,2.4488976578067625,431.2903043,2012/09/30,2012.0,Cheyenne,10.352281729370297,348.92556541591,b136,2012
0.0,MaizeGDD,2012-09-08,250.0,2.4489004504265885,431.29941,2012/09/30,2012.0,Cheyenne,10.352282421660751,348.928330817,b137,2012
0.0,MaizeGDD,2012-09-08,250.0,2.4652274774010143,436.8670892,2012/09/30,2012.0,Cheyenne,10.356329891647711,350.61923499004,b138,2012
0.0,MaizeGDD,2012-09-08,250.0,2.4484389237977067,429.8002039,2012/09/30,2012.0,Cheyenne,10.352168009209452,348.47302192443,b140,2012
0.0,MaizeGDD,2012-09-08,250.0,2.448433523954804,429.7980616,2012/09/30,2012.0,Cheyenne,10.352166670588396,348.47237130791996,b142,2012
0.0,MaizeGDD,2012-09-08,250.0,2.448895023009358,431.2846677,2012/09/30,2012.0,Cheyenne,10.35228107620402,348.92385358049,b144,2012
0.0,MaizeGDD,2012-09-08,250.0,2.448892300427703,431.2778926,2012/09/30,2012.0,Cheyenne,10.352280401276028,348.92179598262,b145,2012
0.0,MaizeGDD,2012-09-08,250.0,2.448895023009358,431.2820835,2012/09/30,2012.0,Cheyenne,10.35228107620402,348.92306875894997,b146,2012
0.0,MaizeGDD,2012-09-08,250.0,2.448895023009358,431.2867263,2012/09/30,2012.0,Cheyenne,10.35228107620402,348.92447877731,b148,2012
0.0,MaizeGDD,2012-09-08,250.0,2.448903136440473,431.302951,2012/09/30,2012.0,Cheyenne,10.352283087523594,348.92940621869997,b149,2012
0.0,MaizeGDD,2012-09-08,250.0,2.465222142428346,436.8630376,2012/09/30,2012.0,Cheyenne,10.356328569107987,350.61800451912,b150,2012
0.0,MaizeGDD,2012-09-08,250.0,2.465230020551712,436.8732353,2012/09/30,2012.0,Cheyenne,10.356330522094769,350.62110156061,b151,2012
0.0,MaizeGDD,2012-09-08,250.0,2.4371639480413667,428.3825234,2012/09/30,2012.0,Cheyenne,10.349372942719455,348.04247235658,b152,2012
0.0,MaizeGDD,2012-09-08,250.0,2.44850484949428,430.0472753,2012/09/30,2012.0,Cheyenne,10.352184352189632,348.54805750861,b157,2012
0.0,MaizeGDD,2012-09-08,250.0,2.44850484949428,430.0477182,2012/09/30,2012.0,Cheyenne,10.352184352189632,348.54819201734,b158,2012
0.0,MaizeGDD,2012-09-08,250.0,2.4485020760415734,430.0352342,2012/09/30,2012.0,Cheyenne,10.352183664650706,348.54440062654,b160,2012
0.0,MaizeGDD,2012-09-08,250.0,2.454053527163684,433.8515718,2012/09/30,2012.0,Cheyenne,10.353559869383878,349.70342235566,b161,2012
0.0,MaizeGDD,2012-09-08,250.0,2.437345427337319,428.4224506000001,2012/09/30,2012.0,Cheyenne,10.349417931436921,348.05459824722004,b163,2012
0.0,MaizeGDD,2012-09-08,250.0,2.44850484949428,430.0489956,2012/09/30,2012.0,Cheyenne,10.352184352189632,348.54857996372,b166,2012
0.0,MaizeGDD,2012-09-08,250.0,2.4484949167975745,430.0241505,2012/09/30,2012.0,Cheyenne,10.35218188987412,348.54103450685,b168,2012
0.0,MaizeGDD,2012-09-08,250.0,2.4484928114488365,430.0226203,2012/09/30,2012.0,Cheyenne,10.352181367958167,348.54056978511,b169,2012
0.0,MaizeGDD,2012-09-08,250.0,2.44849671429886,430.0306197,2012/09/30,2012.0,Cheyenne,10.352182335474689,348.54299920289,b170,2012
0.0,MaizeGDD,2012-09-08,250.0,2.4540735546980876,433.8573142,2012/09/30,2012.0,Cheyenne,10.353564834209656,349.70516632254,b172,2012
0.0,MaizeGDD,2012-09-08,250.0,2.464939963172903,436.004861,2012/09/30,2012.0,Cheyenne,10.356258616870564,350.3573762857,b173,2012
0.0,MaizeGDD,2012-09-08,250.0,2.4541166737751707,433.8676482,2012/09/30,2012.0,Cheyenne,10.353575523428866,349.70830475834,b176,2012
0.0,MaizeGDD,2012-09-08,250.0,2.437324175889172,428.4188017,2012/09/30,2012.0,Cheyenne,10.349412663202926,348.05349007629,b177,2012
0.0,MaizeGDD,2012-09-08,250.0,2.437302752702427,428.413997,2012/09/30,2012.0,Cheyenne,10.349407352394932,348.0520308889,b178,2012
0.0,MaizeGDD,2012-09-08,250.0,2.4372956846959806,428.4120336,2012/09/30,2012.0,Cheyenne,10.349405600236134,348.05143460432,b179,2012
0.0,MaizeGDD,2012-09-08,250.0,2.4484949167975745,430.0242796,2012/09/30,2012.0,Cheyenne,10.35218188987412,348.54107371452,b182,2012
0.0,MaizeGDD,2012-09-08,250.0,2.44850484949428,430.0389122,2012/09/30,2012.0,Cheyenne,10.352184352189632,348.54551763514,b185,2012
0.0,MaizeGDD,2012-09-08,250.0,2.4540545767729034,433.8531538,2012/09/30,2012.0,Cheyenne,10.353560129582004,349.70390280905997,b187,2012
0.0,MaizeGDD,2012-09-08,250.0,2.454105739734821,433.8635179,2012/09/30,2012.0,Cheyenne,10.353572812880262,349.70705038623,b190,2012
0.0,MaizeGDD,2012-09-08,250.0,2.437308923742265,428.4155915,2012/09/30,2012.0,Cheyenne,10.349408882195707,348.05251513855,b194,2012
0.0,MaizeGDD,2012-09-08,250.0,2.4484928114488365,430.0192719,2012/09/30,2012.0,Cheyenne,10.352181367958167,348.53955287603,b196,2012
0.0,MaizeGDD,2012-09-08,250.0,2.4484949167975745,430.0244538,2012/09/30,2012.0,Cheyenne,10.35218188987412,348.54112661906,b197,2012
0.0,MaizeGDD,2012-09-08,250.0,2.44850484949428,430.04784,2012/09/30,2012.0,Cheyenne,10.352184352189632,348.54822900799996,b200,2012
0.0,MaizeGDD,2012-09-08,250.0,2.4540576805514105,433.8482577,2012/09/30,2012.0,Cheyenne,10.353560899008695,349.70241586349,b201,2012
0.0,MaizeGDD,2012-09-08,250.0,2.4649623003122607,436.0736477,2012/09/30,2012.0,Cheyenne,10.35626415424741,350.37826680649,b203,2012
0.0,MaizeGDD,2012-09-08,250.0,2.4604475013878435,435.4378499,2012/09/30,2012.0,Cheyenne,10.355144935594048,350.18517501463,b205,2012
0.0,MaizeGDD,2012-09-08,250.0,2.4542457905214303,433.9107614,2012/09/30,2012.0,Cheyenne,10.353607531470264,349.72139823718,b206,2012
0.0,MaizeGDD,2012-09-08,250.0,2.454213324851844,433.8992663,2012/09/30,2012.0,Cheyenne,10.353599483230774,349.71790717531,b207,2012
0.0,MaizeGDD,2012-09-08,250.0,2.4541255800697734,433.8695273,2012/09/30,2012.0,Cheyenne,10.353577731299298,349.70887544101,b208,2012
0.0,MaizeGDD,2012-09-08,250.0,2.4326111149831364,424.2050824,2012/09/30,2012.0,Cheyenne,10.34824429540432,346.77378352488,b210,2012
0.0,MaizeGDD,2012-09-08,250.0,2.435762476739958,427.8533141,2012/09/30,2012.0,Cheyenne,10.349025517983836,347.88175149217,b214,2012
0.0,MaizeGDD,2012-09-08,250.0,2.435783940309982,427.8582793000001,2012/09/30,2012.0,Cheyenne,10.349030838802845,347.88325942341004,b215,2012
0.0,MaizeGDD,2012-09-08,250.0,2.435783801365368,427.8582434,2012/09/30,2012.0,Cheyenne,10.349030804358476,347.88324852057997,b216,2012
0.0,MaizeGDD,2012-09-08,250.0,2.4357828248108784,427.8594281,2012/09/30,2012.0,Cheyenne,10.349030562270617,347.88360831397,b217,2012
0.0,MaizeGDD,2012-09-08,250.0,2.4357857003997667,427.8618945,2012/09/30,2012.0,Cheyenne,10.349031275129104,347.88435735965,b218,2012
0.0,MaizeGDD,2012-09-08,250.0,2.4653726186175473,437.3053341,2012/09/30,2012.0,Cheyenne,10.35636587215529,350.75232996617,b221,2012
0.0,MaizeGDD,2012-09-08,250.0,2.4325931450631155,424.1578354,2012/09/30,2012.0,Cheyenne,10.348239840661147,346.75943461098,b227,2012
0.0,MaizeGDD,2012-09-08,250.0,2.435789429636192,427.8625153,2012/09/30,2012.0,Cheyenne,10.349032199606814,347.88454589661,b228,2012
0.0,MaizeGDD,2012-09-08,250.0,2.435787036613308,427.8576356,2012/09/30,2012.0,Cheyenne,10.349031606376439,347.88306393171996,b229,2012
0.0,MaizeGDD,2012-09-08,250.0,2.435762729471849,427.8533794,2012/09/30,2012.0,Cheyenne,10.349025580636072,347.88177132378,b230,2012
0.0,MaizeGDD,2012-09-08,250.0,2.4517261175738936,433.1326326,2012/09/30,2012.0,Cheyenne,10.352982904546568,349.48508052062,b234,2012
0.0,MaizeGDD,2012-09-08,250.0,2.4357883357163534,427.8629379,2012/09/30,2012.0,Cheyenne,10.349031928424084,347.88467424022997,b235,2012
0.0,MaizeGDD,2012-09-08,250.0,2.4517071966271415,433.130341,2012/09/30,2012.0,Cheyenne,10.352978214043869,349.4843845617,b236,2012
0.0,MaizeGDD,2012-09-08,250.0,2.4518471981580037,433.1716721,2012/09/30,2012.0,Cheyenne,10.353012920423371,349.49693681677,b237,2012
0.0,MaizeGDD,2012-09-08,250.0,2.432610387219972,424.200123,2012/09/30,2012.0,Cheyenne,10.348244114991832,346.7722773551,b240,2012
0.0,MaizeGDD,2012-09-08,250.0,2.432606271075759,424.1891438,2012/09/30,2012.0,Cheyenne,10.348243094599681,346.76894297206,b241,2012
0.0,MaizeGDD,2012-09-08,250.0,2.4357903483641916,427.8674784,2012/09/30,2012.0,Cheyenne,10.349032427359484,347.88605319007996,b242,2012
0.0,MaizeGDD,2012-09-08,250.0,2.435785140686394,427.8621103,2012/09/30,2012.0,Cheyenne,10.349031136376158,347.88442289810996,b243,2012
0.0,MaizeGDD,2012-09-08,250.0,2.4653780572574266,437.3156452,2012/09/30,2012.0,Cheyenne,10.356367220394116,350.75546144724,b244,2012
0.0,MaizeGDD,2012-09-08,250.0,2.4357904950579337,427.8572822,2012/09/30,2012.0,Cheyenne,10.349032463724862,347.88295660413996,b245,2012
0.0,MaizeGDD,2012-09-08,250.0,2.451806935636521,433.1577408,2012/09/30,2012.0,Cheyenne,10.353002939344295,349.49270588096,b248,2012
0.0,MaizeGDD,2012-09-08,250.0,2.4326480404305966,424.2330634000001,2012/09/30,2012.0,Cheyenne,10.348253449222746,346.78228135458,b251,2012
0.0,MaizeGDD,2012-09-08,250.0,2.4326480404305966,424.2299639,2012/09/30,2012.0,Cheyenne,10.348253449222746,346.78134003643,b252,2012
0.0,MaizeGDD,2012-09-08,250.0,2.4359303546819877,427.9311106,2012/09/30,2012.0,Cheyenne,10.349067134925665,347.90537828922,b253,2012
0.0,MaizeGDD,2012-09-08,250.0,2.4359242305170525,427.9244332,2012/09/30,2012.0,Cheyenne,10.349065616745179,347.90335036284,b254,2012
0.0,MaizeGDD,2012-09-08,250.0,2.435791941399093,427.8659244,2012/09/30,2012.0,Cheyenne,10.349032822272836,347.88558124028,b255,2012
0.0,MaizeGDD,2012-09-08,250.0,2.435898797602674,427.9150616,2012/09/30,2012.0,Cheyenne,10.349059311925703,347.90050420792,b257,2012
0.0,MaizeGDD,2012-09-08,250.0,2.4329065224363893,424.7840303,2012/09/30,2012.0,Cheyenne,10.34831752691198,346.94961000211,b260,2012
0.0,MaizeGDD,2012-09-08,250.0,2.4326480404305966,424.2311731,2012/09/30,2012.0,Cheyenne,10.348253449222746,346.78170727047,b263,2012
0.0,MaizeGDD,2012-09-08,250.0,2.4359510005142178,427.9324494,2012/09/30,2012.0,Cheyenne,10.349072253027476,347.90578488278,b265,2012
0.0,MaizeGDD,2012-09-08,250.0,2.4358206908314006,427.8764383,2012/09/30,2012.0,Cheyenne,10.349039949257104,347.88877431171,b267,2012
0.0,MaizeGDD,2012-09-08,250.0,2.4359267997526803,427.9294331,2012/09/30,2012.0,Cheyenne,10.349066253658691,347.90486883246996,b268,2012
